The Martian,2015,"Adventure, Drama, Sci-Fi",PG-13,144 ,8
Baahubali: The Beginning,2015,"Action, Drama",Not Rated,159 ,8
Manjhi: The Mountain Man,2015,"Biography, Drama",TV-14,120 ,8
The Man in the High Castle,20152019,"Drama, Sci-Fi, Thriller",TV-MA,60 ,7.9
Baby,2015,"Action, Crime, Thriller",Not Rated,159 ,7.9
Ivy,2015,"Drama, Fantasy, Thriller",Not Rated,104 ,7.9
Shok,2015,"Short, Drama, History",N/A,21 ,7.9
The Hateful Eight,2015,"Crime, Drama, Mystery",R,168 ,7.8
The Big Short,2015,"Biography, Comedy, Drama",R,130 ,7.8
Star Wars: Episode VII - The Force Awakens,2015,"Action, Adventure, Sci-Fi",PG-13,138 ,7.8
Straight Outta Compton,2015,"Biography, Drama, History",R,147 ,7.8
Land of Mine,2015,"Drama, History, War",R,100 ,7.8
Embrace of the Serpent,2015,"Adventure, Biography, Drama",Not Rated,125 ,7.8
Sicario,2015,"Action, Crime, Drama",R,121 ,7.7
Kingsman: The Secret Service,2014,"Action, Adventure, Comedy",R,129 ,7.7
Ex Machina,2014,"Drama, Sci-Fi, Thriller",R,108 ,7.7
Me and Earl and the Dying Girl,2015,"Comedy, Drama, Romance",PG-13,105 ,7.7
Beasts of No Nation,2015,"Drama, War",TV-MA,137 ,7.7
The Second Mother,2015,"Comedy, Drama",R,112 ,7.7
The True Cost,2015,"Documentary, Drama, News",PG-13,92 ,7.7
Creed,2015,"Action, Drama, Sport",PG-13,133 ,7.6
Bridge of Spies,2015,"Drama, History, Thriller",PG-13,142 ,7.6
Victoria,2015,"Crime, Drama, Romance",Not Rated,138 ,7.6
Mustang,2015,Drama,PG-13,97 ,7.6
Mustang,2015,Drama,PG-13,97 ,7.6
The Miracle,2015,"Comedy, Drama",TV-MA,136 ,7.6
Rahasya,2015,"Mystery, Thriller",N/A,123 ,7.6
Aferim!,2015,"Adventure, Comedy, Drama",Not Rated,108 ,7.6
Bilal: A New Breed of Hero,2015,"Animation, Action, Adventure",PG-13,105 ,7.6
Bilal: A New Breed of Hero,2015,"Animation, Action, Adventure",PG-13,105 ,7.6
Enclave,2015,Drama,N/A,92 ,7.6
Detective Byomkesh Bakshy!,2015,"Action, Crime, Drama",Not Rated,139 ,7.6
Tanu Weds Manu Returns,2015,"Comedy, Drama, Romance",Not Rated,128 ,7.6
Brooklyn,2015,"Drama, Romance",PG-13,117 ,7.5
Remember,2015,"Drama, Mystery, Thriller",R,94 ,7.5
Cobain: Montage of Heck,2015,"Documentary, Animation, Biography",TV-MA,132 ,7.5
Where to Invade Next,2015,"Documentary, Comedy",R,120 ,7.5
Dum Laga Ke Haisha,2015,"Comedy, Drama, Romance",Not Rated,109 ,7.5
Liza the Fox-Fairy,2015,"Comedy, Fantasy, Romance",N/A,98 ,7.5
Mission: Impossible - Rogue Nation,2015,"Action, Adventure, Thriller",PG-13,131 ,7.4
"McFarland, USA",2015,"Biography, Drama, Sport",PG,129 ,7.4
Trumbo,2015,"Biography, Drama",R,124 ,7.4
Son of Saul,2015,"Drama, War",R,107 ,7.4
Limonata,2015,"Comedy, Drama",N/A,110 ,7.4
Virgin Mountain,2015,Drama,N/A,94 ,7.4
Yellow Flowers on the Green Grass,2015,Drama,N/A,103 ,7.4
LiveJustine,2015,Thriller,N/A,80 ,7.4
Avengers: Age of Ultron,2015,"Action, Adventure, Sci-Fi",PG-13,141 ,7.3
Southpaw,2015,"Action, Drama, Sport",R,124 ,7.3
Wayward Pines,20152016,"Drama, Horror, Mystery",TV-14,60 ,7.3
Woman in Gold,2015,"Biography, Drama, History",PG-13,109 ,7.3
Youth,2015,"Comedy, Drama, Music",R,124 ,7.3
Youth,2015,"Comedy, Drama, Music",R,124 ,7.3
The Walk,2015,"Adventure, Biography, Drama",PG,123 ,7.3
Little Boy,2015,"Drama, History, War",PG-13,106 ,7.3
The Beauty Inside,2015,"Drama, Fantasy, Romance",Not Rated,127 ,7.3
Palm Trees in the Snow,2015,"Drama, Romance",N/A,163 ,7.3
Truman,2015,"Comedy, Drama",TV-14,108 ,7.3
Kaili Blues,2015,"Drama, Mystery",Not Rated,113 ,7.3
Cartel Land,2015,Documentary,R,100 ,7.3
The Man from U.N.C.L.E.,2015,"Action, Adventure, Comedy",PG-13,116 ,7.2
The Age of Adaline,2015,"Drama, Fantasy, Romance",PG-13,112 ,7.2
Carol,2015,"Drama, Romance",R,118 ,7.2
Steve Jobs,2015,"Biography, Drama",R,122 ,7.2
The Man Who Knew Infinity,2015,"Biography, Drama",PG-13,108 ,7.2
Anomalisa,2015,"Animation, Comedy, Drama",R,90 ,7.2
Dope,2015,"Adventure, Comedy, Crime",R,103 ,7.2
Bajirao Mastani,2015,"Action, Drama, History",Not Rated,158 ,7.2
Spare Parts,2015,"Biography, Drama, History",PG-13,114 ,7.2
The End of the Tour,2015,"Biography, Drama",R,106 ,7.2
The Tiger,2015,"Action, Adventure, Drama",Not Rated,139 ,7.2
The Club,2015,"Drama, Mystery, Thriller",Not Rated,98 ,7.2
Assassination,2015,"Action, Drama, Thriller",Not Rated,140 ,7.2
Theeb,2014,"Adventure, Drama, Thriller",Not Rated,100 ,7.2
Rams,2015,Drama,R,93 ,7.2
Picket 43,2015,"Drama, Thriller",Unrated,104 ,7.2
Sanctuary,2015,Drama,N/A,104 ,7.2
Heneral Luna,2015,"Action, Biography, History",R,118 ,7.2
Gopala Gopala,2015,"Comedy, Drama, Fantasy",Not Rated,153 ,7.2
Champs,2014,"Documentary, Biography, Sport",Not Rated,85 ,7.2
Life Eternal,2015,"Comedy, Crime",N/A,123 ,7.2
Furious 7,2015,"Action, Crime, Thriller",PG-13,137 ,7.1
Everest,2015,"Action, Adventure, Biography",PG-13,121 ,7.1
True Detective,2014,"Crime, Drama, Mystery",TV-MA,55 ,8.9
Fargo,20142024,"Crime, Drama, Thriller",TV-MA,53 ,8.9
Interstellar,2014,"Adventure, Drama, Sci-Fi",PG-13,169 ,8.7
Whiplash,2014,"Drama, Music",R,106 ,8.5
Ulidavaru Kandanthe,2014,"Crime, Drama, Thriller",Not Rated,154 ,8.4
Olive Kitteridge,2014,Drama,TV-14,239 ,8.3
The Look of Silence,2014,"Documentary, Biography, History",PG-13,103 ,8.3
The Missing,20142016,"Crime, Drama, Mystery",TV-14,943 ,8.2
Feast,2014,"Animation, Short, Comedy",G,6 ,8.2
Gone Girl,2014,"Drama, Mystery, Thriller",R,149 ,8.1
The Grand Budapest Hotel,2014,"Adventure, Comedy, Crime",R,99 ,8.1
Wild Tales,2014,"Comedy, Drama, Thriller",R,122 ,8.1
PK,2014,"Comedy, Drama, Sci-Fi",Not Rated,153 ,8.1
Tangerines,2013,"Drama, War",Not Rated,87 ,8.1
Queen,2013,"Adventure, Comedy, Drama",Not Rated,146 ,8.1
See You in Montevideo,2014,"Adventure, Biography, Comedy",N/A,141 ,8.1
Guardians of the Galaxy,2014,"Action, Adventure, Comedy",PG-13,121 ,8
The Imitation Game,2014,"Biography, Drama, Thriller",PG-13,114 ,8
Mommy,2014,Drama,R,139 ,8
The Tale of The Princess Kaguya,2013,"Animation, Drama, Family",PG,137 ,8
Song of the Sea,2014,"Animation, Adventure, Drama",PG,93 ,8
Song of the Sea,2014,"Animation, Adventure, Drama",PG,93 ,8
Winter Sleep,2014,Drama,Not Rated,196 ,8
Ugramm,2014,"Action, Crime, Drama",N/A,132 ,8
Haider,2014,"Action, Crime, Drama",Not Rated,160 ,8
Citizenfour,2014,"Documentary, Biography",R,114 ,8
The Fool,2014,"Crime, Drama, Thriller",N/A,116 ,8
1: Nenokkadine,2014,"Action, Thriller",Not Rated,170 ,8
The Internet's Own Boy: The Story of Aaron Swartz,2014,"Documentary, Biography, Crime",Not Rated,105 ,8
The Affair,20142019,Drama,TV-MA,60 ,7.9
The Affair,20142019,Drama,TV-MA,60 ,7.9
Edge of Tomorrow,2014,"Action, Adventure, Sci-Fi",PG-13,113 ,7.9
X-Men: Days of Future Past,2014,"Action, Adventure, Sci-Fi",PG-13,132 ,7.9
Boyhood,2014,Drama,R,165 ,7.9
The Raid 2,2014,"Action, Crime, Thriller",R,150 ,7.9
The Normal Heart,2014,"Biography, Drama, History",TV-MA,132 ,7.9
The Way He Looks,2014,"Drama, Romance",Not Rated,96 ,7.9
Ankhon Dekhi,2013,"Comedy, Drama",N/A,107 ,7.9
Nightcrawler,2014,"Crime, Drama, Thriller",R,117 ,7.8
Big Hero 6,2014,"Animation, Action, Adventure",PG,102 ,7.8
How to Train Your Dragon 2,2014,"Animation, Action, Adventure",PG,102 ,7.8
Pride,2014,"Biography, Comedy, Drama",R,119 ,7.8
The Lunchbox,2013,"Drama, Romance",PG,104 ,7.8
"Like Father, Like Son",2013,Drama,Not Rated,121 ,7.8
Marvellous,2014,Drama,Not Rated,90 ,7.8
The Teacher's Diary,2014,"Comedy, Drama, Romance",N/A,110 ,7.8
Kingsman: The Secret Service,2014,"Action, Adventure, Comedy",R,129 ,7.7
Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy, Drama",R,119 ,7.7
The Theory of Everything,2014,"Biography, Drama, Romance",PG-13,123 ,7.7
Captain America: The Winter Soldier,2014,"Action, Adventure, Sci-Fi",PG-13,136 ,7.7
The Lego Movie,2014,"Animation, Action, Adventure",PG,100 ,7.7
The Fault in Our Stars,2014,"Drama, Romance",PG-13,126 ,7.7
Tyrant,20142016,"Action, Drama, Thriller",TV-14,60 ,7.7
The Attorney,2013,Drama,Not Rated,127 ,7.7
One-Minute Time Machine,2014,"Short, Comedy, Romance",N/A,6 ,7.7
Chaar Sahibzaade,2014,"Animation, History",Unrated,135 ,7.7
Gett,2014,Drama,Not Rated,115 ,7.7
Gett,2014,Drama,Not Rated,115 ,7.7
The Guide,2014,"Drama, History",N/A,122 ,7.7
Let's Sin,2014,"Action, Crime, Drama",N/A,110 ,7.7
Kano,2014,"Biography, Drama, History",Not Rated,185 ,7.7
Fury,2014,"Action, Drama, War",R,134 ,7.6
What We Do in the Shadows,2014,"Comedy, Horror",R,86 ,7.6
Dawn of the Planet of the Apes,2014,"Action, Adventure, Drama",PG-13,130 ,7.6
Leviathan,2014,"Crime, Drama",R,140 ,7.6
Metro Manila,2013,"Crime, Drama",Not Rated,115 ,7.6
Monty Python Live (Mostly),2014,"Documentary, Comedy, Musical",Not Rated,162 ,7.6
Excuse My French,2014,"Comedy, Drama",Not Rated,99 ,7.6
Dearest,2014,Drama,N/A,128 ,7.6
Dearest,2014,Drama,N/A,128 ,7.6
Suck it Up Buttercup,2014,"Drama, Family",Not Rated,87 ,7.6
Selma,2014,"Biography, Drama, History",PG-13,128 ,7.5
Still Alice,2014,Drama,PG-13,101 ,7.5
Who Am I,2014,"Crime, Drama, Mystery",Not Rated,102 ,7.5
Omar,2013,"Crime, Drama, Romance",Not Rated,98 ,7.5
Rurouni Kenshin Part II: Kyoto Inferno,2014,"Action, Adventure, Drama",TV-MA,138 ,7.5
Whisper If I Forget,2014,"Drama, Music, Romance",N/A,118 ,7.5
Corn Island,2014,"Drama, War",N/A,100 ,7.5
The Inevitable Defeat of Mister & Pete,2013,Drama,R,108 ,7.5
Way Back Home,2013,Drama,N/A,131 ,7.5
No One's Child,2014,Drama,N/A,95 ,7.5
Two Hearts as One,2014,"Drama, History",N/A,126 ,7.5
Wheels,2014,Drama,R,115 ,7.5
John Wick,2014,"Action, Crime, Thriller",R,101 ,7.4
Predestination,2014,"Action, Drama, Sci-Fi",R,97 ,7.4
The Hobbit: The Battle of the Five Armies,2014,"Adventure, Fantasy",PG-13,144 ,7.4
Begin Again,2013,"Comedy, Drama, Music",R,104 ,7.4
The Judge,2014,"Crime, Drama, Mystery",R,141 ,7.4
Love & Mercy,2014,"Biography, Drama, Music",PG-13,121 ,7.4
The Good Lie,2014,"Biography, Drama",PG-13,110 ,7.4
Calvary,2014,"Crime, Drama, Mystery",R,102 ,7.4
Ida,2013,Drama,PG-13,82 ,7.4
Rudderless,2014,"Comedy, Drama, Music",R,105 ,7.4
The Eagle Path,2010,"Action, Crime, Drama",N/A,108 ,7.4
The Dark Horse,2014,"Biography, Drama",R,124 ,7.4
The Dark Horse,2014,"Biography, Drama",R,124 ,7.4
For Some Inexplicable Reason,2014,"Comedy, Drama",N/A,96 ,7.4
Chef,2014,"Adventure, Comedy, Drama",R,114 ,7.3
American Sniper,2014,"Action, Biography, Drama",R,133 ,7.3
Paddington,2014,"Adventure, Comedy, Family",PG,95 ,7.3
